load,temp,hum,wind,hour,dow,holiday,regime
1143.5737193960008,15.304840144086784,74.12892208193492,5.4621200389131035,5,1,0,0
1098.7824357885224,8.635917835928765,65.26304281683322,6.1607478489107255,6,1,0,0
1157.2320135172322,15.270507504135079,68.75081024741266,6.116001524052535,7,1,0,0
1287.1408743520687,13.196635324741075,71.06380384585134,5.998071603894484,8,1,0,0
1212.058581431334,14.101033349155841,58.603156722543645,6.3599950603867885,9,1,0,0
1224.702319577159,19.286226883793518,62.509562366772855,4.858550838664671,10,1,0,0
1222.1431262816461,12.37307735520562,56.3147521400035,6.159541705419962,11,1,0,0
1106.9367935244984,14.074417226301316,51.47731112053609,7.199681186181846,12,1,0,0
1163.9048071627722,9.560154436575948,54.025721694812795,5.74900744521243,13,1,0,0
1046.3660100378067,16.82371612447943,56.72551318799429,5.973498591481574,14,1,0,0
1168.4483621445104,14.961479292771195,44.591527001925556,6.461841641772782,15,1,0,0
1179.0344116894314,14.19513501836095,58.15275488374512,6.204484076337644,16,1,0,0
1034.8773724302414,7.129526816132446,58.08309701825496,5.290478512209419,17,1,0,0
1117.581875497385,15.680103662279267,54.84313420910091,4.867511292068105,18,1,0,0
944.2898975285179,16.175537545055057,52.32362517471975,4.947197124460584,19,1,0,0
916.4810139026781,13.741132208545896,57.83304909810953,5.126922429797529,20,1,0,0
985.7116827915974,11.537029521937935,55.63484083078288,4.656776880679949,21,1,0,0
906.6736624507633,13.627438559105142,59.90604890442968,4.202920145238968,22,1,0,0
920.0386070990717,10.87969613666695,63.997292482444344,4.434710991285516,23,1,0,0
1004.630746762775,16.003321633609815,68.26921785423303,4.100595943632783,0,2,0,0
914.5802798684794,15.378026982212223,67.21692831715664,4.2408950193998285,1,2,0,0
968.7243381259943,21.037340940038916,76.2409611984692,4.28206900134077,2,2,0,0
1001.5371101640835,9.779754591242085,74.94393678857863,4.614048217390184,3,2,0,0
1054.1197965289962,13.609946566072828,75.16483386666172,5.645797230940868,4,2,0,0
1100.778628194481,12.354370717041114,76.76369715902253,4.192831838708969,5,2,0,0
1087.0178355434725,15.279250229110364,73.76694057633634,5.810989289776058,6,2,0,0
1057.2694824896364,20.36600846253557,60.451362171252846,4.748379425791604,7,2,0,0
1187.8278126212074,15.996721730588384,69.12986095777812,4.944034644866925,8,2,0,0
1294.7895992203496,13.105366271717006,67.2663717508174,5.273655312817949,9,2,0,0
1198.2032290654106,15.298898104463346,58.52307528100982,5.079348613853075,10,2,0,0
1183.260954665292,15.352934809369001,60.185238921558906,5.763636599252839,11,2,0,0
1126.3249904298666,17.034625706672095,63.866097506614175,6.398356621637543,12,2,0,0
1114.723763167542,16.676495124838002,51.052531525296814,4.993709177703264,13,2,0,0
1033.4460329458855,13.583462440380387,50.199884385478825,5.424680444504691,14,2,0,0
1104.2470918579936,12.19834698681235,43.08977456192901,4.548941704153639,15,2,0,0
1033.7300413119287,15.193091881942838,52.789205499774795,5.29643769034439,16,2,0,0
1070.7923226603282,17.600572193950597,48.01567174447,5.051824556940908,17,2,0,0
921.3022734160152,19.98621460280971,51.58833816903287,5.398125082383502,18,2,0,0
1011.0786209606133,12.729682950208073,46.36127497431401,4.958000349771985,19,2,0,0
901.9052384979672,19.26253801954714,55.46859513006586,5.605885124110804,20,2,0,0
867.7657444938754,12.948747296556771,57.346713942550636,5.009320529361178,21,2,0,0
862.5741512483235,9.919184917211474,64.00730717540851,4.555455983196707,22,2,0,0
852.7791475285482,17.75957542476349,56.16543029545645,3.997630299615032,23,2,0,0
783.4524312541937,17.878103894516457,71.93450268313921,3.958512336997881,0,3,0,0
932.1150388554995,12.702667366335845,65.33519928254911,1.800882272989495,1,3,0,0
957.7602117289764,13.150927719915533,63.9953873266668,4.051194083121564,2,3,0,0
1007.0138531157608,12.323818168201662,69.49934825276094,4.649638503658078,3,3,0,0
1005.712906385475,8.460197937880015,71.15769379550913,5.126234089937096,4,3,0,0
1031.8895728260368,15.26401133638886,68.06858889013135,6.2570380776684384,5,3,0,0
942.9547263010217,12.709973259641576,78.05940663491661,5.778125439756008,6,3,0,0
1060.902193891813,10.988540610539042,63.72553135562465,6.087028663659804,7,3,0,0
1015.1622247466382,15.537305265483754,60.67939686830563,5.79493339146673,8,3,0,0
1071.6172740687066,15.874357492487306,67.38327619563185,6.833932894624856,9,3,0,0
1161.718166775756,17.99897723317676,58.68791456560787,6.168335111460143,10,3,0,0
1091.787331595828,10.616607804843905,56.3768948809392,5.5367721880238125,11,3,1,0
949.7129093382867,13.347136867772722,56.476240030435946,5.11962341780981,12,3,0,0
1012.9777941592778,11.593388543710905,56.0078924479354,5.622188983631273,13,3,0,0
1010.8130712497648,11.178105991469756,51.589762592302215,6.127096105951926,14,3,0,0
998.9883328530553,11.47631760545681,48.795439736948886,5.761162995781404,15,3,0,0
1025.033921883977,14.08186786047339,45.61828427488613,5.84691788118305,16,3,0,0
986.6649315391968,12.46189007201113,49.66958696672383,5.420464694613164,17,3,0,0
953.0949703528003,10.613656591974168,46.4597960733227,5.673000604919197,18,3,0,0
894.810140719272,20.665458954361192,51.77621723784214,5.453237411364187,19,3,0,0
844.066616234098,14.892476424527391,53.701200545332355,5.013661960304453,20,3,0,0
822.8302889796385,11.47713623685701,57.8762033534979,4.624923448111612,21,3,0,0
852.1870079182734,13.799665254493176,66.71021729897352,4.853485388269961,22,3,0,0
875.1214032406627,9.861763802817237,67.3849320812379,4.284882717111678,23,3,0,0
912.1214884680655,12.213760659655692,65.80013638364859,4.542884861753493,0,4,0,0
852.9562961585165,10.905590958827041,69.03522972151038,3.6539751611095537,1,4,0,0
883.4961056890188,14.037421279354422,65.49780742522006,4.037061631264456,2,4,0,0
968.7261456475304,12.107695696822017,67.95647824680944,5.730512787395274,3,4,0,0
869.206985799152,11.234698677818836,76.73038190775165,5.189298064089048,4,4,0,0
995.0549622857687,11.831942502565818,66.3843197969278,5.469376671182368,5,4,0,0
944.26100833711,17.528454834346377,72.98411489469224,4.467914375935654,6,4,0,0
1090.1543695321084,11.247625577889941,62.31078964335758,4.8656000833875215,7,4,0,0
1102.8373920296465,15.02896712980009,62.20062097386068,5.842550604604574,8,4,0,0
1130.5902035793417,16.56519727809686,65.78242553655483,5.677519016202346,9,4,0,0
1133.8675219188897,14.208919090188795,58.09028943713685,5.944806685772128,10,4,0,0
1099.281318852368,15.007007804633417,62.53307945849236,5.371483869242808,11,4,0,0
998.5414909447588,12.628707538948843,54.900216479438804,5.667035515969549,12,4,0,0
1059.369648699485,16.521558713239486,48.26021722952002,6.0644044194822895,13,4,0,0
1057.868933185099,15.1194771602771,50.47631072248629,5.650247775468502,14,4,0,0
1010.3938252569824,14.902641188198292,53.619679291684044,5.609408923427778,15,4,0,0
951.0611863646968,12.399884750800524,47.33850417118445,6.176815838500831,16,4,0,0
933.7608935253777,17.64198452883447,46.312411713477694,5.53579146040016,17,4,0,0
915.4249112425513,15.230691734270263,44.660282894722485,5.3381707302456665,18,4,0,0
817.9366970404017,17.999412404355596,56.69992899139388,5.423991007571293,19,4,0,0
881.3530590535117,14.951933164802243,55.23633796547687,4.7172420136747535,20,4,0,0
859.7756535664533,11.116003270612968,60.326160431088645,5.235196805808579,21,4,0,0
817.6714813246502,16.29710219124909,61.753576813855545,5.155155483650624,22,4,0,0
858.0686062914784,14.802922708684823,62.62483768256743,4.923040736580394,23,4,0,0
891.5072559415034,14.73952845149784,63.30343668969029,4.1375023486137685,0,5,0,0
798.8693949172216,10.195167203227756,65.11852472346523,3.7553190758419985,1,5,0,0
946.3114905921785,16.853374904700562,66.34430352778931,4.650158629052035,2,5,0,0
951.8893958905915,16.633936467602926,73.0663848196285,4.572887596633275,3,5,0,0
983.067180326199,10.930823867785683,71.19187030361648,5.232025272631241,4,5,0,0
1015.6581336657547,19.57730619145378,68.67764795122785,4.546961472593394,5,5,0,0
1033.747502477621,14.860780743382673,74.66921298087352,5.348258816237164,6,5,0,0
1027.422820454123,9.721857304661249,57.64151168587544,5.209473891950888,7,5,0,0
1015.3443954786546,14.145369876653998,58.90702448913864,5.654593948092262,8,5,0,0
1095.9598638209084,17.901421537959774,70.63834576139202,5.542265281641007,9,5,0,0
1087.9119624404873,10.45732447118605,52.23954622642677,6.491505150566733,10,5,0,0
1049.5119165518372,16.881369967183467,64.24966537915101,5.248317987317753,11,5,0,0
1167.0536531642779,13.692415870356111,56.14707714081072,5.041253121842442,12,5,0,0
1108.4302272078166,14.20575071268176,57.112603785478576,5.922818070854327,13,5,0,0
1031.6683603382883,14.594361176995728,58.382484494180545,6.353504662552582,14,5,0,0
944.2510221167224,9.457172391635368,46.92598421742149,5.309195126487975,15,5,0,0
953.6002322544193,14.59036303136516,46.134951210699,5.812346565028505,16,5,0,0
991.2830872408229,14.918795404629872,43.19680022457865,5.489775519214512,17,5,0,0
926.2656782239718,11.156027003283642,54.42800663342322,5.714104466288638,18,5,0,0
848.5959572267919,14.915062457739468,46.919309673899036,6.258527640682076,19,5,0,0
908.0191691858198,14.034272162465989,50.52678951682754,5.6452911670356105,20,5,1,0
873.368024499485,7.074171064552919,54.58830500571328,4.343553810541066,21,5,0,0
855.3341667079479,12.772728737822202,68.36642606642272,4.728341418432284,22,5,0,0
815.5029555878618,15.863250011653907,59.54678220571825,4.956698556993068,23,5,0,0
904.9309417535129,16.14235852969233,61.6150418747748,4.20242970413572,0,6,0,0
852.6744088857656,13.556621720084449,56.45961137560856,4.012378638748445,1,6,0,0
920.3975111781482,13.44180861659804,72.65767724190864,4.95324678657332,2,6,0,0
1018.930603665916,16.140937318829664,71.5534763150847,4.181794817842913,3,6,0,0
1056.3132884601157,17.37476319923377,70.05117536296478,4.9816038425920075,4,6,0,0
1022.1334436283623,11.028159479442277,72.23237255781834,5.470556175871812,5,6,0,0
908.1358105841954,14.51794789078809,69.80676159881799,6.372231097077595,6,6,0,0
1130.4856008755648,15.143587074083651,64.59845799981902,5.777766431563945,7,6,0,0
1072.0625824083352,15.424092040740065,67.60858160250834,5.697839709717267,8,6,0,0
1068.247992297164,14.122810079972602,58.74518247773589,4.831860920571102,9,6,0,0
1186.830941485388,10.490234169013265,61.63831222306074,6.113813566567182,10,6,0,0
1061.1723226758522,12.826902214352906,50.12281892176315,5.666942519203601,11,6,0,0
1184.9700911314228,9.284390216349664,45.93317327059808,5.670061319930249,12,6,0,0
1182.6466349088503,14.307251990896232,50.93473240260628,6.5286184413608055,13,6,0,0
1143.9549036226101,12.259380107171431,62.04416029129968,5.965022917209351,14,6,0,0
1105.5856737362694,12.091329196787497,58.648843307689894,5.670597948495506,15,6,0,0
1062.4609246490018,11.819284998237613,51.36502701042895,6.2352190484311905,16,6,0,0
1015.5634797921824,15.80916897174103,42.90896895919738,5.155371942502767,17,6,0,0
958.1916676489587,11.590700283072232,52.022984635302485,5.253727353731935,18,6,0,0
1106.1780367922304,13.72737713853784,45.51711361882766,5.528963622544696,19,6,1,0
945.767805390844,10.055209412377899,53.76482929362017,5.339498532874627,20,6,0,0
908.4027834188157,12.23309706638201,47.791144693158365,3.8719527697501865,21,6,0,0
943.923356205999,11.16931197321507,66.14509742095343,4.452853071312868,22,6,0,0
979.5013021221504,16.822389803940666,66.54877772046565,4.42628694386718,23,6,0,0
1011.766876273282,16.376974898423967,52.363906400539065,3.762768556852759,0,0,0,0
966.9922050503773,14.11469752330892,64.05623685131603,3.7889637349337146,1,0,0,0
993.0724077543174,11.386006063785171,61.03302373651839,4.841008004750617,2,0,0,0
991.7717862605048,6.917873426370065,72.64221078680784,4.457935242608121,3,0,0,0
1051.4887988885976,20.956030836838515,70.46500302425542,4.287244852771089,4,0,0,0
1141.190995061082,15.886225789370602,64.16174826772044,4.931618725738726,5,0,0,0
1127.483270294705,9.910999215136327,71.32913834716922,4.428609624730762,6,0,0,0
1141.8537173479174,13.652522961417628,55.178502177205985,4.79400463320309,7,0,0,0
1193.4562789987147,14.225974531213721,67.62390764429887,6.137434391277764,8,0,0,0
1164.0557247025222,12.863464879726196,61.74813642073253,5.711043818242227,9,0,0,0
1105.937801936344,18.321799393555406,64.22177266560297,5.512221953733808,10,0,0,0
1191.9519527784387,16.03434145087829,53.70940998367229,5.462305901502156,11,0,0,0
1061.0990046245743,10.832375966920548,54.98706958745899,6.138075953133449,12,0,0,0
1183.8579018144433,20.880667851860792,46.66445405837243,6.429036513131386,13,0,0,0
1197.503260858186,11.921821720251668,57.83016070693761,6.136172518570961,14,0,0,0
1200.9293332126804,14.552928763683772,56.39942977604939,3.9733463867004772,15,0,0,0
1149.274691335217,14.004257768834453,55.27237106492494,5.080034523529676,16,0,0,0
1094.4740765846045,14.786242486243683,46.741649262857976,4.721674034226653,17,0,0,0
1012.0401417871117,15.494405895731163,49.026134875483265,6.584908189870765,18,0,0,0
981.9028040566843,8.45867002329759,52.75730343523781,5.695425254671267,19,0,0,0
1004.5899362058536,13.725582080081297,58.74026220825633,5.4960334243783375,20,0,0,0
956.3538084488746,14.91298512715272,60.96770338507656,5.188093514574363,21,0,0,0
943.3867633611508,12.594904164866431,60.620535342808495,3.9764906677748937,22,0,0,0
993.5896294658846,13.067572147229324,66.17951103260356,4.6559864821380375,23,0,0,0
956.6510140319836,13.520674530980688,60.48784202552207,3.5796098979380613,0,1,0,0
923.787456202055,12.952946452404856,73.21091538732846,3.6508364495527297,1,1,0,0
1025.5840093390623,11.805492768961557,80.09260295465934,4.9949863695758925,2,1,0,0
1015.8991569550008,13.715460045115748,68.13137958975304,4.83539765016371,3,1,0,0
1119.3238345886018,17.53529513150181,67.8366002406312,5.073434198932976,4,1,0,0
1189.3413991601853,8.247004914554106,70.58548836672654,4.269154229515512,5,1,0,0
1192.8383074615106,15.337309767262417,70.62243063492161,5.441526080356571,6,1,0,0
1203.7826283585584,15.894338712269017,77.76478848619524,6.466905113144186,7,1,0,0
1272.4190197735252,11.306566065904809,57.99009557143286,5.515374907711059,8,1,0,0
1170.7870839902484,15.922543251449994,63.01024258333901,5.118374909758139,9,1,0,0
1199.0997497374112,12.902853827838923,58.260714103616785,6.52161456590414,10,1,0,0
1237.1095526081076,18.44859255417329,53.6684104323695,6.887757810665359,11,1,0,0
1199.7238647453996,14.179765768971718,59.55183943104618,5.784833721433328,12,1,0,0
1210.7137388430133,17.39295357019689,52.70701425095771,6.845110833763583,13,1,0,0
1161.7989545428782,14.851452969398622,53.27851613238675,6.022472868904855,14,1,0,0
1139.621757901216,16.92112664986606,49.755539813043065,5.586351780730793,15,1,0,0
1100.0040997379335,16.63784379973844,54.648527656093535,5.678061072301099,16,1,0,0
1125.8657798790514,10.283494998843025,45.49112783888418,5.399032244331637,17,1,0,0
1047.4472115376543,10.397408979213791,55.75726870871509,6.368655275799691,18,1,0,0
962.1934022278731,15.271457985928258,46.91563483689764,6.247563123161581,19,1,0,0
997.3306402603847,15.791919629045394,59.99298779637853,5.23065112903515,20,1,0,0
954.9752130006563,16.60725399825119,56.07463044124538,4.3578022734864525,21,1,0,0
1047.0080116019876,12.256482779178754,58.85901836958424,4.490585137825348,22,1,0,0
990.326331000041,10.291315124254588,56.391115033512904,4.769670019427611,23,1,0,0
1041.1928004277843,17.214502452029883,66.7430994324031,4.3105255929811275,0,2,0,0
996.2024960315334,12.93538668274099,68.57907613776088,4.741333632756024,1,2,0,0
1056.212009059311,14.219580825250993,69.92004760275272,4.100935207039365,2,2,0,0
1072.9746072279954,13.652290584012375,66.86230365550173,4.508962955629485,3,2,0,0
1090.4254486242976,10.22948892200549,64.62312765681177,4.7250111590797,4,2,0,0
1004.5113500678688,12.704516363557273,70.72874997751782,4.11809715244496,5,2,0,0
1129.5039055460436,13.715420351492018,71.51138091663569,5.604460867313965,6,2,0,0
1212.5693164351449,16.748321440952658,62.84776571822928,5.383899551139311,7,2,0,0
1165.323033664169,8.607466194822567,61.521361862172974,5.3824920490686665,8,2,0,0
1236.8434320110691,17.043867554158744,67.36179717862153,6.123675096547324,9,2,0,0
1160.4921610807664,13.060334550316142,66.98172047073129,5.6815442870646615,10,2,1,0
1167.207896486846,16.01087009209337,53.87614284248591,6.839477675727756,11,2,0,0
1206.852615870817,14.115863751271654,55.07872045605884,6.472748787219402,12,2,0,0
1083.9671581086427,15.13800451243468,53.064242217458634,6.241079431085968,13,2,0,0
1213.8660111516963,18.403172055226705,48.67550632195722,5.941917614723224,14,2,0,0
1086.9258356649639,12.328977156378272,49.95167432865311,5.994379804084891,15,2,0,0
1133.4999595759907,11.791262517085432,49.540927246775276,6.256211595494257,16,2,0,0
1003.8066670759151,17.97901989310356,38.78360543570819,5.167419396933737,17,2,0,0
1038.0460347862775,9.317106699379261,45.22158002979815,5.313501488169287,18,2,0,0
949.375675928122,14.927456047727196,52.528741958393866,4.553632924771856,19,2,0,0
867.7768824047884,10.092419722024164,56.493787789903344,4.450928244126195,20,2,0,0
904.4527626550342,14.189143522950625,62.6310708388791,5.0625886302128285,21,2,0,0
908.3507012634594,7.750357816188238,51.104261070297234,4.42537917860569,22,2,0,0
934.518227100425,12.053616349880617,65.45196878349213,4.731806391803944,23,2,0,0
875.6745131649957,13.354428662018119,68.6711455071554,3.626803552956601,0,3,0,0
953.4247986972426,12.306508844934289,63.021563139641366,3.94337613933691,1,3,0,0
933.3707567368795,16.98841010253762,71.42054422732154,4.5040260016750375,2,3,0,0
871.4245494774487,16.47176614860661,61.972639608348885,4.653641710274294,3,3,0,0
1046.963891282139,11.566621098019196,67.92261123880076,4.493729669170707,4,3,0,0
1080.276165603285,10.200778255676777,71.06959333046606,5.433390878448059,5,3,0,0
1036.298661687997,14.416088266511395,64.03403185018183,5.749033332965861,6,3,0,0
1069.6608606746943,15.14673979645717,59.66649552137294,6.484176655790552,7,3,0,0
1072.9033526670678,12.81812180230809,64.05578765572513,5.473203082957868,8,3,0,0
1131.8702558865825,5.57237709271339,67.17932312381473,4.900234247543254,9,3,0,0
1089.6761078361174,17.32855791095281,60.105418366570085,5.1485452941037595,10,3,0,0
1159.0350152992344,18.427207572123784,57.19786242726366,6.35546815951402,11,3,0,0
1100.4424884967489,9.71229135725266,61.60074569358698,5.421034405635605,12,3,0,0
1025.423397562482,12.029724520217771,49.61105206119757,6.186050764932578,13,3,0,0
1100.7702374162777,15.653723995064178,57.76950093985879,4.967668283531557,14,3,0,0
1061.064416258773,12.076652382874377,51.67486084798049,5.121138940578668,15,3,0,0
913.0002807661994,11.126202830488062,47.64489648453341,5.741212644377772,16,3,0,0
981.3770683513125,15.865567812083915,58.22120282299825,5.7748497907217,17,3,0,0
967.8036836870716,14.10330305499224,49.97115387856771,5.19305190695396,18,3,0,0
905.7772370269067,12.351121137617604,50.991283153281124,5.418402984936789,19,3,0,0
862.0980178743341,17.888024411607574,55.02867878448621,4.594586864730343,20,3,0,0
929.5934254043849,11.47149122250233,56.16451344730755,4.5920930521600996,21,3,0,0
824.7631062202629,19.560030969884508,63.74597755437842,4.0859139747740505,22,3,0,0
942.8322963265264,9.812572441114977,65.0675647302114,4.101905651341919,23,3,0,0
825.6456783788009,13.11385010965832,64.9741385626197,4.330947416077575,0,4,0,0
922.5235348823315,10.50763164228815,62.341920650818984,5.122530761317425,1,4,0,0
986.2223967005173,11.832207873829105,61.04588314334193,4.731941156236242,2,4,0,0
857.5665615226187,12.656127962731981,71.35813022675417,5.333894404345214,3,4,1,0
974.6750285443252,17.48979358108217,70.33971019899685,5.384834315379755,4,4,0,0
945.1771035289189,12.804831930490186,65.24599763045632,5.814970431534749,5,4,0,0
1050.976418703911,19.757016813398238,65.77384868616477,5.863352333039897,6,4,0,0
1109.4842550432077,18.155601141932536,74.59973121916504,5.496897441843964,7,4,0,0
1148.5202606511223,9.51093879342805,68.39416494880429,5.908273406678118,8,4,0,0
1126.9071008041599,16.76716054265959,54.90714974990292,6.19978476686183,9,4,0,0
1067.432123310944,7.95403276366954,65.47303947172509,6.046833921666778,10,4,0,0
1120.5756114735277,12.165475727856004,57.3225967078761,5.544681357093021,11,4,0,0
1208.5787391743822,11.03058615574367,62.65222689094321,5.66009031840953,12,4,0,0
1124.863497129161,16.01177007028663,59.251774564569885,6.453408342695494,13,4,0,0
1151.994749771575,13.29821170102664,53.56719339697902,6.130962299530511,14,4,0,0
1072.0065678734518,13.020694012927438,46.65412758852506,6.984511599075454,15,4,0,0
925.2298571739423,12.19902797277088,53.17665458014852,6.306243847081432,16,4,0,0
940.4139334572748,15.323502059486072,56.30735746828153,5.4832902446463425,17,4,0,0
959.8310670330256,14.4961384620525,55.74519558386553,5.2787204419205835,18,4,0,0
850.7209992610485,14.563178998862885,49.0644032655628,6.652058756028845,19,4,0,0
910.3656047150926,17.37401219969376,52.46476425528469,5.545555947164327,20,4,0,0
764.1522703582124,12.524525791533309,57.16125296705644,4.35423067993988,21,4,0,0
849.0868968491475,12.690542868747418,53.01857364423407,4.936679564005541,22,4,0,0
882.7446231877316,19.35231265732252,64.48508244729213,3.944976741648344,23,4,0,0
769.0708963412103,10.753542366224263,66.57634936299053,3.786532214054848,0,5,0,0
905.9662778937326,11.003729035552666,57.899845144169355,3.7831829295447332,1,5,0,0
946.8412173993025,6.174874674623682,68.60892915870905,5.090128860166419,2,5,0,0
976.7113196262533,14.231594792652672,64.8672279905625,4.249176176638297,3,5,0,0
879.7354549203842,14.126412946936908,74.86914210858646,5.785155660694244,4,5,0,0
923.6637252809498,10.573433226508566,71.2415545608996,4.955140753701377,5,5,0,0
1084.5191150208423,11.672929289858212,74.20082635615562,6.699452296949204,6,5,0,0
1113.9632873085777,10.875769967173289,66.47556212541144,5.278230511834162,7,5,0,0
1028.8734267211375,11.762039468740767,65.9783480661404,4.9448249073624755,8,5,0,0
1033.635514503468,14.151160695305878,71.41126809769852,6.3497803957356895,9,5,0,0
1159.4480322001355,13.352023052388187,60.92105258466947,6.544474623776399,10,5,0,0
1016.2830792596445,15.243621415899858,55.43638165695565,5.497034028877171,11,5,0,0
1142.1184936901213,13.886682121622487,63.70391952035877,6.377898631234968,12,5,0,0
1013.8164581790688,10.052780896729839,56.40589022832594,5.485195906026074,13,5,0,0
1005.1883300298207,13.013192281125862,57.9323975901573,6.833739972882969,14,5,0,0
1057.1950924021503,10.911055307480133,44.13540668555814,6.124233979070427,15,5,0,0
1058.2445157029226,10.002388478599611,43.09027545184832,5.674518572842933,16,5,0,0
1030.9534551038657,8.061923401462694,47.553193258508266,5.334919638797754,17,5,0,0
975.4781785380277,13.23933008373126,54.941414862268005,4.866533742943942,18,5,0,0
900.0970308542416,20.747838998811336,52.6170225979484,6.122635340894154,19,5,0,0
883.1273480413316,11.994925272848189,63.57560326374099,4.9982406497045435,20,5,0,0
921.7776534117614,10.874700192426683,56.91924789148559,4.806417186442838,21,5,0,0
938.2864086210402,15.064551373241622,60.212833113362954,5.110526450698143,22,5,0,0
861.3543138098505,18.260400096853942,54.178330679711614,3.998567022040943,23,5,0,0
881.7384789535932,15.005131821484827,64.60115253594476,3.7415963956530396,0,6,0,0
904.149289867198,11.552170425466128,63.121009241281484,4.094061015388619,1,6,0,0
961.3692026113254,19.293785312542404,71.75857811451648,4.609580936463956,2,6,0,0
941.3363464394754,9.21737268641315,68.54661330472831,4.794768869597631,3,6,0,0
1020.8134871854929,16.185242771760937,61.52708612519981,5.5626770219157065,4,6,0,0
1066.3622587338614,12.94320477143951,72.15186116347515,5.13527433724322,5,6,0,0
1115.0718463815015,11.940620172731977,76.3911899646875,5.413989731912992,6,6,0,0
1142.8712979113823,7.363692559045312,67.19439140371594,4.1118949899364345,7,6,0,0
1083.2392683344842,12.01100105973715,62.3517306146313,5.5710194929189,8,6,0,0
1168.2891822885886,16.52004215336631,66.70205536173493,5.691703047858924,9,6,0,0
1199.3848026803596,9.713468135524241,52.02615852364023,5.890473910836262,10,6,0,0
1146.576222066741,7.687437645115914,56.4112463789088,6.101317295589253,11,6,0,0
1156.972790254305,11.19117494608178,50.467143044397915,6.359871184868951,12,6,0,0
1234.4789696567648,9.836137633259478,56.01088799872345,5.635228049263522,13,6,0,0
1047.5890386712722,10.236932151098287,45.23584865346291,5.839168953735435,14,6,0,0
1230.7551285168968,9.75243635258963,45.671767249562805,6.485975705777617,15,6,0,0
1156.3072717361974,10.939854805670198,37.83531670115992,6.200171507984832,16,6,0,0
1051.8602088523592,11.522898865200986,37.7367550306724,5.239598403448691,17,6,0,0
1120.9247390124672,8.446339221522209,50.912857224480284,5.362140464210189,18,6,0,0
966.9375784777959,16.812469093559493,47.98684889467811,5.156526851814224,19,6,0,0
1021.5823761060836,13.676993394529292,48.88882059717871,5.036267469332252,20,6,0,0
912.3303862234118,10.813062396308222,52.95104445262116,4.758900071393675,21,6,0,0
1054.6878829152442,15.2333622482989,64.63574603647882,5.340179720136996,22,6,0,0
946.0193495237015,10.767260109044965,60.222859090910354,3.484441413801855,23,6,0,0
1031.5052084668355,18.359257401361035,67.94874868702729,4.092761126024517,0,0,0,0
1016.5315681678381,10.133700098864416,68.66861065027288,4.547154584288198,1,0,0,0
1011.5611236759407,13.148132195807271,67.09156744564142,4.665971286668887,2,0,0,0
1032.3243281539571,14.246882581996854,63.76473748672595,4.578833907051444,3,0,0,0
1218.7729570185024,15.890178426222462,66.0554875766308,4.378252368555072,4,0,0,0
1092.0293160379151,9.588812468816093,75.02644028014323,5.229867551685203,5,0,0,0
1184.920901583861,8.662506218569591,70.26525152443853,5.839214971770983,6,0,0,0
1222.041263257362,11.00806048916827,71.16391893878202,4.983288637292938,7,0,0,0
